0	18.0	1	1	1	0.8341910501898893	7.207338172382178
0	18.0	2	1	1	0.4217739808596686	7.780178918585929
0	18.0	3	1	1	0.1651898179840004	6.555854187008531
0	18.0	4	1	1	0.4797925513232355	6.6557740351679735
0	18.0	5	1	1	1.380507702275079	9.9267512732207
0	18.0	1	2	1	2.26664752142584	10.730882253133213
0	18.0	2	2	1	2.156633318155502	11.912405760435838
0	18.0	3	2	1	2.3630831823591913	13.456599207264796
0	18.0	4	2	1	2.4575137667089235	14.484059526163545
0	18.0	5	2	1	3.1731386841838503	19.640112997545344
0	18.0	1	3	1	3.4122733920492774	17.824836637619764
0	18.0	2	3	1	3.0036092597516015	17.518732056405202
0	18.0	3	3	1	2.378195752271827	16.02581551884376
0	18.0	4	3	1	3.061467533468656	20.213925462388616
0	18.0	5	3	1	4.255113826125754	29.682878818625298
0	18.0	1	4	1	4.485680041164191	26.702914003765482
0	18.0	2	4	1	4.1957003256946575	26.291494255642593
0	18.0	3	4	1	3.32116298566027	22.338220964484407
0	18.0	4	4	1	2.719934818190909	19.309824201402318
0	18.0	5	4	1	4.309688443056368	31.791183606052563
0	18.0	1	5	1	5.441467440244697	35.99793243565526
0	18.0	2	5	1	5.5506944885958625	39.23047234260592
0	18.0	3	5	1	5.141877431803133	37.63571849389531
0	18.0	4	5	1	4.590320966050221	34.288978111425855
0	18.0	5	5	1	5.137445051415947	40.99194477910556
0	18.0	1	1	2	2.528310844653696	10.082554395288367
0	18.0	2	1	2	2.941100808328046	12.733620990640254
0	18.0	3	1	2	2.8464319084210916	13.351073271581013
0	18.0	4	1	2	2.7991802218098476	13.60617572786882
0	18.0	5	1	2	3.497931374734122	19.321365282299105
0	18.0	1	2	2	3.267761681849958	13.857574977133876
0	18.0	2	2	2	3.610083154459817	15.628741925232271
0	18.0	3	2	2	4.138478775681328	20.7297429305398
0	18.0	4	2	2	4.140053770164768	21.783118628469232
0	18.0	5	2	2	4.5704571229684205	26.747747864906778
0	18.0	1	3	2	4.444445885319892	23.11877556913457
0	18.0	2	3	2	4.6513601989918865	24.644149186263203
0	18.0	3	3	2	5.014037712993025	28.974640449178466
0	18.0	4	3	2	5.591718207583517	36.116148300099255
0	18.0	5	3	2	6.187004140195912	44.1100857917235
0	18.0	1	4	2	5.441721683636585	33.4407135388976
0	18.0	2	4	2	5.73105877262693	36.45101233670667
0	18.0	3	4	2	5.88757409783349	39.44457488831607
0	18.0	4	4	2	5.689250946250667	39.070127574313986
0	18.0	5	4	2	6.607964643135448	51.06747875648587
0	18.0	1	5	2	6.487792496970349	46.40325355046465
