50.0	1	1	-1.37777612056	7.55122291353
50.0	2	1	0.840606714366	4.72193571906
50.0	3	1	2.3592952759	9.37611460736
50.0	4	1	3.89323288345	18.8271265049
50.0	5	1	5.61661021187	35.0965053447
50.0	1	2	1.131598023	5.21677274647
50.0	2	2	2.70459707262	11.0885699953
50.0	3	2	4.15179098094	21.0081944827
50.0	4	2	5.66364899507	35.8074131437
50.0	5	2	7.36777876083	57.9143932658
50.0	1	3	2.89820578858	12.1846061156
50.0	2	3	4.41384808781	23.2630245539
50.0	3	3	5.90404450543	38.6948996059
50.0	4	3	7.46779776863	59.6260199032
50.0	5	3	9.19724288606	88.3840193036
50.0	1	4	4.71334426925	25.8822911592
50.0	2	4	6.20608620537	42.261023314
50.0	3	4	7.74161440367	63.80453611
50.0	4	4	9.39763219589	92.3187089288
50.0	5	4	11.2570123177	130.86635653
50.0	1	5	6.77721810666	49.478518007
50.0	2	5	8.24079886025	71.5449238314
50.0	3	5	9.78441038706	99.5385581537
50.0	4	5	11.5510125612	137.59532859
50.0	5	5	14.3109408606	211.478632311
50.0	1	1	-1.37777612056	7.55122291353
50.0	2	1	0.840606714366	4.72193571906
50.0	3	1	2.3592952759	9.37611460736
50.0	4	1	3.89323288345	18.8271265049
50.0	5	1	5.61661021187	35.0965053447
50.0	1	2	1.131598023	5.21677274647
50.0	2	2	2.70459707262	11.0885699953
50.0	3	2	4.15179098094	21.0081944827
50.0	4	2	5.66364899507	35.8074131437
50.0	5	2	7.36777876083	57.9143932658
50.0	1	3	2.89820578858	12.1846061156
50.0	2	3	4.41384808781	23.2630245539
50.0	3	3	5.90404450543	38.6948996059
50.0	4	3	7.46779776863	59.6260199032
50.0	5	3	9.19724288606	88.3840193036
50.0	1	4	4.71334426925	25.8822911592
50.0	2	4	6.20608620537	42.261023314
50.0	3	4	7.74161440367	63.80453611
50.0	4	4	9.39763219589	92.3187089288
50.0	5	4	11.2570123177	130.86635653
50.0	1	5	6.77721810666	49.478518007
50.0	2	5	8.24079886025	71.5449238314
50.0	3	5	9.78441038706	99.5385581537
50.0	4	5	11.5510125612	137.59532859
50.0	5	5	14.3109408606	211.478632311
50.0	1	1	-1.37777612056	7.55122291353
50.0	2	1	0.840606714366	4.72193571906
50.0	3	1	2.3592952759	9.37611460736
50.0	4	1	3.89323288345	18.8271265049
50.0	5	1	5.61661021187	35.0965053447
50.0	1	2	1.131598023	5.21677274647
50.0	2	2	2.70459707262	11.0885699953
50.0	3	2	4.15179098094	21.0081944827
50.0	4	2	5.66364899507	35.8074131437
50.0	5	2	7.36777876083	57.9143932658
50.0	1	3	2.89820578858	12.1846061156
50.0	2	3	4.41384808781	23.2630245539
50.0	3	3	5.90404450543	38.6948996059
50.0	4	3	7.46779776863	59.6260199032
50.0	5	3	9.19724288606	88.3840193036
50.0	1	4	4.71334426925	25.8822911592
50.0	2	4	6.20608620537	42.261023314
50.0	3	4	7.74161440367	63.80453611
50.0	4	4	9.39763219589	92.3187089288
50.0	5	4	11.2570123177	130.86635653
50.0	1	5	6.77721810666	49.478518007
50.0	2	5	8.24079886025	71.5449238314
50.0	3	5	9.78441038706	99.5385581537
50.0	4	5	11.5510125612	137.59532859
50.0	5	5	14.3109408606	211.478632311
50.0	1	1	-1.37777612056	7.55122291353
50.0	2	1	0.840606714366	4.72193571906
50.0	3	1	2.3592952759	9.37611460736
50.0	4	1	3.89323288345	18.8271265049
50.0	5	1	5.61661021187	35.0965053447
50.0	1	2	1.131598023	5.21677274647
50.0	2	2	2.70459707262	11.0885699953
50.0	3	2	4.15179098094	21.0081944827
50.0	4	2	5.66364899507	35.8074131437
50.0	5	2	7.36777876083	57.9143932658
50.0	1	3	2.89820578858	12.1846061156
50.0	2	3	4.41384808781	23.2630245539
50.0	3	3	5.90404450543	38.6948996059
50.0	4	3	7.46779776863	59.6260199032
50.0	5	3	9.19724288606	88.3840193036
50.0	1	4	4.71334426925	25.8822911592
50.0	2	4	6.20608620537	42.261023314
50.0	3	4	7.74161440367	63.80453611
50.0	4	4	9.39763219589	92.3187089288
50.0	5	4	11.2570123177	130.86635653
50.0	1	5	6.77721810666	49.478518007
50.0	2	5	8.24079886025	71.5449238314
50.0	3	5	9.78441038706	99.5385581537
50.0	4	5	11.5510125612	137.59532859
50.0	5	5	14.3109408606	211.478632311
50.0	1	1	-1.37777612056	7.55122291353
50.0	2	1	0.840606714366	4.72193571906
50.0	3	1	2.3592952759	9.37611460736
50.0	4	1	3.89323288345	18.8271265049
50.0	5	1	5.61661021187	35.0965053447
50.0	1	2	1.131598023	5.21677274647
50.0	2	2	2.70459707262	11.0885699953
50.0	3	2	4.15179098094	21.0081944827
50.0	4	2	5.66364899507	35.8074131437
50.0	5	2	7.36777876083	57.9143932658
50.0	1	3	2.89820578858	12.1846061156
50.0	2	3	4.41384808781	23.2630245539
50.0	3	3	5.90404450543	38.6948996059
50.0	4	3	7.46779776863	59.6260199032
50.0	5	3	9.19724288606	88.3840193036
50.0	1	4	4.71334426925	25.8822911592
50.0	2	4	6.20608620537	42.261023314
50.0	3	4	7.74161440367	63.80453611
50.0	4	4	9.39763219589	92.3187089288
50.0	5	4	11.2570123177	130.86635653
50.0	1	5	6.77721810666	49.478518007
50.0	2	5	8.24079886025	71.5449238314
50.0	3	5	9.78441038706	99.5385581537
50.0	4	5	11.5510125612	137.59532859
50.0	5	5	14.3109408606	211.478632311
51.0	1	1	-1.35387035663	7.45780431447
51.0	2	1	0.846970994084	4.72328239336
51.0	3	1	2.35828437804	9.3644572778
51.0	4	1	3.88633455231	18.7687248725
51.0	5	1	5.60513389993	34.9648581838
51.0	1	2	1.13980400272	5.22616608019
51.0	2	2	2.70488880004	11.0834729443
51.0	3	2	4.14605431244	20.9551629844
51.0	4	2	5.65288914243	35.6815514309
51.0	5	2	7.35329078142	57.698233409
51.0	1	3	2.90051183166	12.1907695495
51.0	2	3	4.40964161428	23.2203302636
51.0	3	3	5.89429987943	38.575590921
51.0	4	3	7.45322804312	59.4051093928
51.0	5	3	9.17893535934	88.0436949444
51.0	1	4	4.71086575572	25.8536750972
51.0	2	4	6.19816670357	42.1584924679
51.0	3	4	7.72853197111	63.5985874382
51.0	4	4	9.37920995221	91.9695663597
51.0	5	4	11.2320210269	130.296189346
51.0	1	5	6.77096738973	49.3904546392
51.0	2	5	8.23021519469	71.3676447357
51.0	3	5	9.76906971538	99.2350441799
51.0	4	5	11.5284470807	137.06748207
51.0	5	5	14.2418325139	209.36825425
51.0	1	1	-1.35387035663	7.45780431447
51.0	2	1	0.846970994084	4.72328239336
51.0	3	1	2.35828437804	9.3644572778
51.0	4	1	3.88633455231	18.7687248725
51.0	5	1	5.60513389993	34.9648581838
51.0	1	2	1.13980400272	5.22616608019
51.0	2	2	2.70488880004	11.0834729443
51.0	3	2	4.14605431244	20.9551629844
51.0	4	2	5.65288914243	35.6815514309
51.0	5	2	7.35329078142	57.698233409
51.0	1	3	2.90051183166	12.1907695495
51.0	2	3	4.40964161428	23.2203302636
51.0	3	3	5.89429987943	38.575590921
51.0	4	3	7.45322804312	59.4051093928
51.0	5	3	9.17893535934	88.0436949444
51.0	1	4	4.71086575572	25.8536750972
51.0	2	4	6.19816670357	42.1584924679
51.0	3	4	7.72853197111	63.5985874382
51.0	4	4	9.37920995221	91.9695663597
51.0	5	4	11.2320210269	130.296189346
51.0	1	5	6.77096738973	49.3904546392
51.0	2	5	8.23021519469	71.3676447357
51.0	3	5	9.76906971538	99.2350441799
51.0	4	5	11.5284470807	137.06748207
51.0	5	5	14.2418325139	209.36825425
51.0	1	1	-1.35387035663	7.45780431447
51.0	2	1	0.846970994084	4.72328239336
51.0	3	1	2.35828437804	9.3644572778
51.0	4	1	3.88633455231	18.7687248725
51.0	5	1	5.60513389993	34.9648581838
51.0	1	2	1.13980400272	5.22616608019
51.0	2	2	2.70488880004	11.0834729443
51.0	3	2	4.14605431244	20.9551629844
51.0	4	2	5.65288914243	35.6815514309
51.0	5	2	7.35329078142	57.698233409
51.0	1	3	2.90051183166	12.1907695495
51.0	2	3	4.40964161428	23.2203302636
51.0	3	3	5.89429987943	38.575590921
51.0	4	3	7.45322804312	59.4051093928
51.0	5	3	9.17893535934	88.0436949444
51.0	1	4	4.71086575572	25.8536750972
51.0	2	4	6.19816670357	42.1584924679
