50.0	0.9750118733638823
51.0	0.9751456068317298
52.0	0.975278642721208
53.0	0.9754109844772253
54.0	0.9755426355297484
55.0	0.975673599293846
56.0	0.9758038791697302
57.0	0.9759334785427994
58.0	0.9760624007836809
59.0	0.9761906492482739
60.0	0.9763182272777922
61.0	0.9764451381988073
62.0	0.9765713853232916
63.0	0.9766969719486618
64.0	0.9768219013578224
65.0	0.9769461768192089
66.0	0.9770698015868318
67.0	0.9771927789003199
68.0	0.9773151119849648
69.0	0.9774368040517643
70.0	0.9775578582974666
71.0	0.9776782779046145
72.0	0.9777980660415895
73.0	0.9779172258626562
74.0	0.9780357605080067
75.0	0.978153673103805
76.0	0.9782709667622312
77.0	0.9783876445815269
78.0	0.9785037096460392
79.0	0.9786191650262653
80.0	0.9787340137788982
81.0	0.9788482589468706
82.0	0.9789619035593998
83.0	0.9790749506320338
84.0	0.979187403166695
85.0	0.9792992641517256
86.0	0.9794105365619333
87.0	0.9795212233586359
88.0	0.979631327489706
89.0	0.9797408518896176
90.0	0.9798497994794896
91.0	0.9799581731671324
92.0	0.9800659758470928
93.0	0.9801732104006989
94.0	0.9802798796961062
95.0	0.9803859865883419
